,Date,Open,Close/Last,Volume
40,6/25/2021,$221.26 ,$219.94 ,13315620
41,6/24/2021,$214.38 ,$220.14 ,8171884
42,6/23/2021,$219.98 ,$212.04 ,14558440
43,6/22/2021,$210.76 ,$221.36 ,10066340
44,6/21/2021,$200.86 ,$208.24 ,7423063
45,6/18/2021,$201.39 ,$199.19 ,6663813
46,6/17/2021,$200 ,$202.47 ,4955160
47,6/16/2021,$200 ,$197.84 ,7264747
48,6/15/2021,$203.49 ,$201.59 ,6786260
49,6/14/2021,$213.27 ,$207.41 ,11743700
50,6/11/2021,$211.90 ,$218.85 ,5576026
51,6/10/2021,$216.62 ,$217 ,11763150
52,6/9/2021,$212.30 ,$217.44 ,8016465
53,6/8/2021,$220.10 ,$213 ,11857630
54,6/7/2021,$207.10 ,$219.57 ,19034360
55,6/4/2021,$197.90 ,$206.07 ,11103270
56,6/3/2021,$188.89 ,$195.22 ,9270151
57,6/2/2021,$183.90 ,$191.60 ,10142520
58,6/1/2021,$184.08 ,$184.66 ,6010881
59,5/28/2021,$178.62 ,$185.01 ,8567185
60,5/27/2021,$174.20 ,$179.54 ,10844890
61,5/26/2021,$168.70 ,$175.59 ,6885242
62,5/25/2021,$166.56 ,$169.26 ,7759917
63,5/24/2021,$162.88 ,$164.17 ,4501276
64,5/21/2021,$168.93 ,$161.45 ,5169131
65,5/20/2021,$159.92 ,$165.97 ,4826341
66,5/19/2021,$155.74 ,$157.99 ,3943745
67,5/18/2021,$160.16 ,$159.53 ,4811395
68,5/17/2021,$159 ,$160.43 ,4219188
69,5/14/2021,$150.85 ,$161.38 ,6512867
70,5/13/2021,$152.60 ,$149.87 ,5765024
71,5/12/2021,$154.11 ,$152.68 ,5720784
72,5/11/2021,$151.31 ,$158.99 ,8087399
73,5/10/2021,$164.01 ,$158.55 ,8809685
74,5/7/2021,$165.78 ,$163.15 ,11952610
75,5/6/2021,$148 ,$160.50 ,29662340
76,5/5/2021,$178.10 ,$162.84 ,18914250
77,5/4/2021,$185.34 ,$173.59 ,16924200
78,5/3/2021,$183.90 ,$186.02 ,14631040
79,4/30/2021,$175.59 ,$178.82 ,9495237
80,4/29/2021,$183.33 ,$175.67 ,8362706
81,4/28/2021,$182.37 ,$178.68 ,8375405
82,4/27/2021,$178.36 ,$183.41 ,12925680
83,4/26/2021,$171.79 ,$177.61 ,12201730
84,4/23/2021,$170.31 ,$173.63 ,8855331
85,4/22/2021,$168.26 ,$168.10 ,15922380
86,4/21/2021,$158.60 ,$169.50 ,11352740
87,4/20/2021,$160.32 ,$156.78 ,7154386
88,4/19/2021,$166.61 ,$161.91 ,10006650
89,4/16/2021,$158.68 ,$170.81 ,19044900
90,4/15/2021,$159 ,$159.87 ,10340440
91,4/14/2021,$153.66 ,$160.03 ,15389840
92,4/13/2021,$146.80 ,$149.71 ,13729030
93,4/12/2021,$142.37 ,$139.40 ,6060181
94,4/9/2021,$133.51 ,$140.92 ,9918176
95,4/8/2021,$132.85 ,$133.88 ,4530017
96,4/7/2021,$132.37 ,$131.47 ,4380038
97,4/6/2021,$130.11 ,$133.53 ,7438195
98,4/5/2021,$132.60 ,$129.91 ,5218269
99,4/1/2021,$132.20 ,$132.55 ,7269665
100,3/31/2021,$121.10 ,$130.95 ,10015690
101,3/30/2021,$123.15 ,$118.49 ,11061640
102,3/29/2021,$130.11 ,$123.42 ,10814820
103,3/26/2021,$133.38 ,$133.28 ,4047117
104,3/25/2021,$127.33 ,$133.33 ,5696322
105,3/24/2021,$137.25 ,$131.61 ,5864615
106,3/23/2021,$145.61 ,$136.52 ,6961240
107,3/22/2021,$144.19 ,$145.60 ,6050730
108,3/19/2021,$143.06 ,$143.74 ,6933748
109,3/18/2021,$144.45 ,$141.46 ,7144867
110,3/17/2021,$150.25 ,$147.55 ,12894890
111,3/16/2021,$148.50 ,$156.02 ,16991620
112,3/15/2021,$136.77 ,$143.66 ,7361627
113,3/12/2021,$134.04 ,$136.99 ,4923074
114,3/11/2021,$132.98 ,$140.47 ,8140123
115,3/10/2021,$133.62 ,$129.75 ,5555909
116,3/9/2021,$127.11 ,$130.87 ,7834221
117,3/8/2021,$129.15 ,$123.47 ,6839340
118,3/5/2021,$133.07 ,$132.19 ,12039640
119,3/4/2021,$128.70 ,$132.30 ,10929540
120,3/3/2021,$146.09 ,$131.22 ,13683460
121,3/2/2021,$153.50 ,$146.81 ,8630604
122,3/1/2021,$154.46 ,$157.40 ,15351560
123,2/26/2021,$157.98 ,$154.81 ,13445240
124,2/25/2021,$150.78 ,$148.38 ,15172130
125,2/24/2021,$150.41 ,$144.79 ,9757204
126,2/23/2021,$151.25 ,$150.17 ,15509170
127,2/22/2021,$167.80 ,$159.37 ,11152700
128,2/19/2021,$173.54 ,$174.74 ,6413592
129,2/18/2021,$171.59 ,$169.57 ,5124102
130,2/17/2021,$174.28 ,$176.76 ,6554586
131,2/16/2021,$182.41 ,$178.53 ,6917541
132,2/12/2021,$184.89 ,$183.74 ,5705535
133,2/11/2021,$178.29 ,$183.44 ,5464092
134,2/10/2021,$182.74 ,$179.34 ,7067541
135,2/9/2021,$186.21 ,$179.52 ,8403123
136,2/8/2021,$177 ,$185.98 ,12940160
137,2/5/2021,$170.99 ,$176.24 ,8990045
138,2/4/2021,$166.42 ,$173.31 ,10618280
139,2/3/2021,$156.60 ,$165.86 ,11355920
140,2/2/2021,$158.52 ,$158.58 ,14923860
141,2/1/2021,$173.03 ,$157.48 ,22056530
142,1/29/2021,$174.99 ,$173.16 ,39687300
143,1/28/2021,$154.11 ,$159.55 ,16497370
144,1/27/2021,$151.20 ,$155.73 ,20262920
145,1/26/2021,$145.15 ,$151.93 ,16964730
146,1/25/2021,$138.40 ,$147 ,26970870
147,1/22/2021,$132.50 ,$131.02 ,10067190
148,1/21/2021,$125.28 ,$132.98 ,20880840
149,1/20/2021,$124.51 ,$125.14 ,8001568
150,1/19/2021,$122.10 ,$125.01 ,16528900
151,1/15/2021,$129.60 ,$129.65 ,15769540
152,1/14/2021,$122.80 ,$129.72 ,13346730
153,1/13/2021,$123.70 ,$124.06 ,14324640
154,1/12/2021,$117.93 ,$124.55 ,15300720
155,1/11/2021,$112.75 ,$117.26 ,16650650
156,1/8/2021,$116.52 ,$112.75 ,12376940
157,1/7/2021,$120.10 ,$115.09 ,20614070
158,1/6/2021,$111.11 ,$116.26 ,21590930
159,1/5/2021,$113.82 ,$109.18 ,15450800
160,1/4/2021,$107.23 ,$111.73 ,22439550
161,12/31/2020,$110.55 ,$104.47 ,23369870
162,12/30/2020,$118.40 ,$111.13 ,23965540
163,12/29/2020,$107.80 ,$114.39 ,23718800
164,12/28/2020,$120.04 ,$111.40 ,31088170
165,12/24/2020,$125.94 ,$123.39 ,12720590
166,12/23/2020,$120.05 ,$130.34 ,41905040
167,12/22/2020,$139 ,$125.88 ,36126940
168,12/21/2020,$140.84 ,$138.30 ,23921050
169,12/18/2020,$141.51 ,$140.23 ,33157830
170,12/17/2020,$137.92 ,$144 ,32404460
171,12/16/2020,$137.75 ,$137.03 ,28476280
172,12/15/2020,$157 ,$147.22 ,36451260
173,12/14/2020,$163.40 ,$155.07 ,22467740
174,12/11/2020,$159.70 ,$156.93 ,22069860
175,12/10/2020,$151.13 ,$155.69 ,22059970
176,12/9/2020,$170.20 ,$156.59 ,40951700
177,12/8/2020,$165.75 ,$169.86 ,27738720
178,12/7/2020,$155.03 ,$159.52 ,31409840
179,12/4/2020,$157.59 ,$152.52 ,27704830
180,12/3/2020,$143.50 ,$157.26 ,38656510
181,12/2/2020,$138.63 ,$143 ,51217330
182,12/1/2020,$177.66 ,$141.01 ,125552300
183,11/30/2020,$144 ,$152.74 ,73203060
184,11/27/2020,$115.12 ,$127.03 ,43438500
185,11/25/2020,$99.03 ,$109.18 ,25850690
186,11/24/2020,$98.40 ,$98.56 ,12515340
187,11/23/2020,$100.77 ,$101.03 ,16359620
188,11/20/2020,$95 ,$97.61 ,15306300
189,11/19/2020,$90 ,$92.77 ,16002020
190,11/18/2020,$93.87 ,$88.89 ,21823450
191,11/17/2020,$97.23 ,$93.15 ,26171960
192,11/16/2020,$100.31 ,$97.95 ,70853060
193,11/13/2020,$86.62 ,$89.39 ,14176720
194,11/12/2020,$85.18 ,$87.81 ,21750390
195,11/11/2020,$77.05 ,$82.44 ,18576500
196,11/10/2020,$80 ,$76.05 ,10499400
197,11/9/2020,$77.75 ,$77.74 ,20266810
198,11/6/2020,$71.42 ,$72.45 ,5841047
199,11/5/2020,$71.09 ,$71.48 ,4449850
200,11/4/2020,$68.97 ,$69.81 ,5442067
201,11/3/2020,$66.75 ,$69.08 ,4366928
202,11/2/2020,$68.02 ,$67.11 ,4650268
203,10/30/2020,$70.80 ,$67.47 ,7085797
204,10/29/2020,$68.35 ,$71.28 ,13776430
205,10/28/2020,$68.95 ,$65.74 ,6043991
206,10/27/2020,$70.45 ,$70.67 ,3812879
207,10/26/2020,$70.36 ,$70.24 ,3872799
208,10/23/2020,$72.30 ,$70.53 ,3735087
209,10/22/2020,$68.50 ,$70.84 ,5212065
210,10/21/2020,$71.57 ,$68.37 ,4614813
211,10/20/2020,$72.07 ,$71.31 ,5441299
212,10/19/2020,$73.97 ,$70.96 ,6931283
213,10/16/2020,$76.06 ,$73.94 ,4693584
214,10/15/2020,$75.48 ,$75.58 ,5014595
215,10/14/2020,$80.01 ,$76.56 ,6643833
216,10/13/2020,$75.93 ,$78.29 ,13669190
217,10/12/2020,$73.61 ,$75.31 ,7590764
218,10/9/2020,$73.42 ,$73 ,4774015
219,10/8/2020,$73.50 ,$72.93 ,4023816
220,10/7/2020,$71.23 ,$72.37 ,4190611
221,10/6/2020,$72 ,$71.04 ,7285512
222,10/5/2020,$69.64 ,$71.95 ,6518121
223,10/2/2020,$67.90 ,$68.81 ,8004919
224,10/1/2020,$69.57 ,$70.03 ,6838969
225,9/30/2020,$72.51 ,$70.75 ,15690710
226,9/29/2020,$70.46 ,$70.52 ,6294318
227,9/28/2020,$69.59 ,$70.55 ,7337397
228,9/25/2020,$65.89 ,$69.47 ,9190629
229,9/24/2020,$65.50 ,$65.17 ,5565191
230,9/23/2020,$67.87 ,$67.16 ,6919352
231,9/22/2020,$67.50 ,$68.72 ,6303612
232,9/21/2020,$68.60 ,$69.26 ,8223034
233,9/18/2020,$68.28 ,$69.87 ,13206190
234,9/17/2020,$68.50 ,$67.89 ,13275200
235,9/16/2020,$67.64 ,$68.84 ,11398010
236,9/15/2020,$65.03 ,$66.88 ,9101184
237,9/14/2020,$60.15 ,$63.67 ,8930779
238,9/11/2020,$58.49 ,$59.34 ,4821869
239,9/10/2020,$57.04 ,$57.56 ,7985321
240,9/9/2020,$56.03 ,$56.90 ,9355441
241,9/8/2020,$57.75 ,$54.34 ,17706210
242,9/4/2020,$64.99 ,$62.60 ,11653290
243,9/3/2020,$65.65 ,$64.84 ,14307320
244,9/2/2020,$62.84 ,$64.72 ,9874614
245,9/1/2020,$63.54 ,$63.32 ,8200671
246,8/31/2020,$67.14 ,$64.89 ,15271800
247,8/28/2020,$68.04 ,$67.49 ,6383705
248,8/27/2020,$69.98 ,$68.03 ,9262562
249,8/26/2020,$67.62 ,$70.50 ,28768080
250,8/25/2020,$64.32 ,$66.25 ,7798501
251,8/24/2020,$67.15 ,$64.88 ,13143240
252,8/21/2020,$67.50 ,$66.45 ,6935608
253,8/20/2020,$67.79 ,$67.81 ,6346700
254,8/19/2020,$66.74 ,$68 ,8558809
255,8/18/2020,$68.28 ,$67.03 ,11329150
256,8/17/2020,$69.14 ,$69.76 ,8749112
257,8/14/2020,$68.06 ,$69.15 ,12799580
258,8/13/2020,$69.09 ,$67.83 ,15055930
259,8/12/2020,$75.67 ,$69.52 ,50471490
260,8/11/2020,$69.52 ,$68.97 ,18118730
261,8/10/2020,$74.27 ,$72.01 ,8678274
262,8/7/2020,$74.38 ,$74.10 ,8771437
263,8/6/2020,$75.79 ,$73.76 ,11691500
264,8/5/2020,$77.49 ,$75.80 ,19859900
265,8/4/2020,$78.19 ,$78.46 ,10126500
266,8/3/2020,$74.98 ,$77.98 ,13382330
267,7/31/2020,$78.20 ,$74.10 ,14223410
268,7/30/2020,$78 ,$77.63 ,13101990
269,7/29/2020,$81.98 ,$79.51 ,24453920
270,7/28/2020,$81 ,$81.49 ,32946890
271,7/27/2020,$80.63 ,$79.91 ,44710710
272,7/24/2020,$69.05 ,$73.21 ,27797480
273,7/23/2020,$82.05 ,$75.33 ,29288090
274,7/22/2020,$79.61 ,$83.23 ,27274020
275,7/21/2020,$80.91 ,$80.86 ,26185580
276,7/20/2020,$87.86 ,$82.68 ,78391300
277,7/17/2020,$83.35 ,$94.85 ,103509200
278,7/16/2020,$80.16 ,$81.81 ,27277410
279,7/15/2020,$87.52 ,$80.22 ,90756070
280,7/14/2020,$74 ,$75.04 ,38708760
281,7/13/2020,$63.89 ,$71.78 ,56617290
282,7/10/2020,$64.65 ,$62.61 ,7407545
283,7/9/2020,$62.09 ,$64.97 ,20646140
284,7/8/2020,$60.79 ,$61.58 ,7590861
285,7/7/2020,$58.80 ,$61.09 ,8904341
286,7/6/2020,$58.55 ,$59.15 ,9977316
287,7/2/2020,$60 ,$58.57 ,26544380
288,7/1/2020,$63 ,$61.59 ,17916470
289,6/30/2020,$62.18 ,$64.21 ,11955170
290,6/29/2020,$61.82 ,$62.08 ,8074205
291,6/26/2020,$60.71 ,$61.28 ,13866280
292,6/25/2020,$67 ,$62 ,26905660
293,6/24/2020,$63.23 ,$64.84 ,14377120
294,6/23/2020,$64.10 ,$62.94 ,12361340
295,6/22/2020,$65.92 ,$64.75 ,13586380
296,6/19/2020,$64.99 ,$66.35 ,16076730
297,6/18/2020,$63.03 ,$64.95 ,10914380
298,6/17/2020,$63.60 ,$63.31 ,13615980
299,6/16/2020,$66.31 ,$64.34 ,16537850
300,6/15/2020,$65.90 ,$66.57 ,19339290
301,6/12/2020,$62.36 ,$62 ,14742910
302,6/11/2020,$62.95 ,$60.20 ,32085170
303,6/10/2020,$58.80 ,$60.07 ,11074360
304,6/9/2020,$58.55 ,$58.23 ,7600166
305,6/8/2020,$58.30 ,$59.10 ,11249310
306,6/5/2020,$58.49 ,$58.19 ,14677940
307,6/4/2020,$61.61 ,$60.59 ,13503950
308,6/3/2020,$57.51 ,$59.89 ,20811530
309,6/2/2020,$58.70 ,$59.87 ,21701140
310,6/1/2020,$62.76 ,$62.18 ,21257480
311,5/29/2020,$57.45 ,$61.50 ,38224870
312,5/28/2020,$53.50 ,$55.54 ,32308590
313,5/27/2020,$51.20 ,$52.18 ,59514750
314,5/26/2020,$66.40 ,$57.71 ,40332560
315,5/22/2020,$69.93 ,$69 ,28912680
316,5/21/2020,$73.05 ,$67.05 ,35317970
317,5/20/2020,$70.01 ,$73.47 ,53655280
318,5/19/2020,$78.07 ,$71.67 ,64932250
319,5/18/2020,$86.14 ,$80 ,81209370
320,5/15/2020,$63.79 ,$66.69 ,16341870
321,5/14/2020,$64.79 ,$64.56 ,12198250
322,5/13/2020,$63.80 ,$65.18 ,22125960
323,5/12/2020,$65.99 ,$62.35 ,25934460
324,5/11/2020,$59.60 ,$66.90 ,34852040
325,5/8/2020,$53.06 ,$59.25 ,24135550
326,5/7/2020,$55.78 ,$53.19 ,30942700
327,5/6/2020,$48.45 ,$48.95 ,6692345
328,5/5/2020,$50.48 ,$49.34 ,11160180
329,5/4/2020,$48.05 ,$50.50 ,10460550
330,5/1/2020,$48.71 ,$47.93 ,21701290
331,4/30/2020,$46.78 ,$45.99 ,7741871
332,4/29/2020,$46.60 ,$46.37 ,11761970
333,4/28/2020,$50.40 ,$47.88 ,13067210
334,4/27/2020,$51.53 ,$48.05 ,13744400
335,4/24/2020,$47.15 ,$50.50 ,11712460
336,4/23/2020,$49.10 ,$47.44 ,15152350
337,4/22/2020,$50.61 ,$51.20 ,11690440
338,4/21/2020,$53 ,$49.26 ,39641960
339,4/20/2020,$45 ,$51.69 ,34102470
340,4/17/2020,$48.99 ,$46.85 ,32285980
341,4/16/2020,$38.07 ,$40.60 ,20670720
342,4/15/2020,$34.64 ,$37.25 ,15682990
343,4/14/2020,$34 ,$34.66 ,8126897
344,4/13/2020,$32 ,$32.90 ,5603883
345,4/9/2020,$32.55 ,$31.86 ,4861753
346,4/8/2020,$32.36 ,$32.42 ,4119844
347,4/7/2020,$33.81 ,$32.02 ,10104340
348,4/6/2020,$34.91 ,$34.64 ,10841590
349,4/3/2020,$32.81 ,$34.84 ,16896220
350,4/2/2020,$30.60 ,$33.20 ,15934400
351,4/1/2020,$30.05 ,$29.67 ,7004587
352,3/31/2020,$30.60 ,$29.95 ,6027880
353,3/30/2020,$30.59 ,$30.48 ,10749920
354,3/27/2020,$28.37 ,$30.05 ,12408300
355,3/26/2020,$27.56 ,$27.94 ,5585886
356,3/25/2020,$25 ,$27.13 ,9651543
357,3/24/2020,$27.09 ,$25.82 ,12550490
358,3/23/2020,$28.71 ,$26.57 ,11080850
359,3/20/2020,$29.25 ,$28.20 ,16522450
360,3/19/2020,$32.78 ,$28.27 ,36952750
361,3/18/2020,$27.13 ,$31.58 ,28702290
362,3/17/2020,$29.36 ,$28.18 ,44484140
363,3/16/2020,$23.76 ,$26.49 ,39850790
364,3/13/2020,$23 ,$21.30 ,11853050
365,3/12/2020,$22.90 ,$22.30 ,11305350
366,3/11/2020,$22.54 ,$23.61 ,14825430
367,3/10/2020,$25.71 ,$22.34 ,13019520
368,3/9/2020,$30 ,$24.29 ,14124080
369,3/6/2020,$27.98 ,$29.61 ,21097490
370,3/5/2020,$27.49 ,$28.01 ,14669980
371,3/4/2020,$27.99 ,$27.49 ,11817670
372,3/3/2020,$27.80 ,$27.91 ,17599110
373,3/2/2020,$27 ,$29.88 ,33084030
374,2/28/2020,$23.38 ,$25.93 ,24425130
375,2/27/2020,$35.88 ,$26.16 ,68256340
376,2/26/2020,$29.05 ,$29.16 ,78016790
377,2/25/2020,$22.15 ,$23.76 ,65001880
378,2/24/2020,$19.23 ,$18.59 ,7605391
379,2/21/2020,$18.47 ,$18.23 ,3696712
380,2/20/2020,$18.86 ,$18.54 ,4562216
381,2/19/2020,$19.09 ,$18.92 ,3148012
382,2/18/2020,$19.14 ,$18.91 ,4129369
383,2/14/2020,$19.27 ,$19 ,5384464
384,2/13/2020,$19.36 ,$19.05 ,6837002
385,2/12/2020,$19.64 ,$19.01 ,19231790
386,2/11/2020,$22.09 ,$21.35 ,6188339
387,2/10/2020,$23.50 ,$23.65 ,9356771
388,2/7/2020,$19.79 ,$23.24 ,10144170
389,2/6/2020,$20.27 ,$19.88 ,1929739
390,2/5/2020,$20.99 ,$20.05 ,2656824
391,2/4/2020,$20.09 ,$20.87 ,1824436
392,2/3/2020,$20.66 ,$20.38 ,3214618
393,1/31/2020,$21.14 ,$20.51 ,2833631
394,1/30/2020,$21.05 ,$20.99 ,3061810
395,1/29/2020,$22.23 ,$20.55 ,4675832
396,1/28/2020,$23.50 ,$22.36 ,5649269
397,1/27/2020,$22.10 ,$22.74 ,10294740
398,1/24/2020,$21.60 ,$21.12 ,2947764
399,1/23/2020,$22.17 ,$21.47 ,3663943
400,1/22/2020,$22.08 ,$21.97 ,10920660
401,1/21/2020,$20.79 ,$20.94 ,2089578
402,1/17/2020,$21.50 ,$20.62 ,3348525
403,1/16/2020,$21.68 ,$21.01 ,4928102
404,1/15/2020,$19.94 ,$20.24 ,2054963
405,1/14/2020,$20.45 ,$20 ,1782859
406,1/13/2020,$19.26 ,$20.26 ,2207943
407,1/10/2020,$21 ,$19.14 ,4504819
408,1/9/2020,$18 ,$18.40 ,1531344
409,1/8/2020,$17.99 ,$17.98 ,1041551
410,1/7/2020,$18.15 ,$17.78 ,1461935
411,1/6/2020,$18.70 ,$18.13 ,1606505
412,1/3/2020,$19.02 ,$18.89 ,1750976
413,1/2/2020,$19.57 ,$19.23 ,1229434
414,12/31/2019,$18.96 ,$19.56 ,1112406
415,12/30/2019,$19.54 ,$19.05 ,1183298
416,12/27/2019,$19.99 ,$19.52 ,1046852
417,12/26/2019,$19.82 ,$19.86 ,750317
418,12/24/2019,$19.69 ,$19.75 ,488921
419,12/23/2019,$19.79 ,$19.70 ,1789840
420,12/20/2019,$19.40 ,$19.83 ,10931560
421,12/19/2019,$18.58 ,$19.41 ,2101681
422,12/18/2019,$18.48 ,$18.64 ,1277655
423,12/17/2019,$18.54 ,$18.44 ,1647786
424,12/16/2019,$18.60 ,$18.52 ,1785541
425,12/13/2019,$18.47 ,$18.62 ,1302439
426,12/12/2019,$18.56 ,$18.45 ,1313402
427,12/11/2019,$19.03 ,$18.65 ,1233120
428,12/10/2019,$18.78 ,$18.87 ,1619895
429,12/9/2019,$19.07 ,$18.78 ,2823956
430,12/6/2019,$20.78 ,$18.94 ,3537657
431,12/5/2019,$21.49 ,$20.64 ,1478421
432,12/4/2019,$21 ,$21.27 ,1980055
433,12/3/2019,$19.48 ,$21.28 ,1795347
434,12/2/2019,$20.30 ,$19.76 ,1186785
435,11/29/2019,$20.60 ,$20.36 ,1186734
436,11/27/2019,$20.28 ,$20.37 ,1561222
437,11/26/2019,$20 ,$20.33 ,1549446
438,11/25/2019,$20.90 ,$20 ,1927782
439,11/22/2019,$20.07 ,$20.69 ,1443557
440,11/21/2019,$19.98 ,$20.20 ,1202497
441,11/20/2019,$19.38 ,$20.18 ,2316542
442,11/19/2019,$19.27 ,$19.36 ,1144750
443,11/18/2019,$19.21 ,$19.45 ,923140
444,11/15/2019,$18.39 ,$19.37 ,1882089
445,11/14/2019,$18.16 ,$18.34 ,1532586
446,11/13/2019,$18 ,$18.25 ,2014902
447,11/12/2019,$17.34 ,$17.99 ,1978343
448,11/11/2019,$17.33 ,$17.40 ,949933
449,11/8/2019,$17.25 ,$17.49 ,973669
450,11/7/2019,$16.33 ,$17.50 ,2043611
451,11/6/2019,$16.83 ,$16.13 ,1575549
452,11/5/2019,$16.94 ,$16.89 ,1742360
453,11/4/2019,$15.90 ,$16.80 ,1357932
454,11/1/2019,$16.80 ,$15.66 ,1603732
455,10/31/2019,$17.03 ,$16.75 ,1015552
456,10/30/2019,$16.95 ,$17.14 ,961150
457,10/29/2019,$16.96 ,$16.99 ,751727
458,10/28/2019,$17.01 ,$17.03 ,652386
459,10/25/2019,$16.73 ,$17.01 ,737109
460,10/24/2019,$16.92 ,$16.59 ,1112146
461,10/23/2019,$16.16 ,$16.90 ,1512239
462,10/22/2019,$15.56 ,$15.92 ,594156
463,10/21/2019,$14.90 ,$15.50 ,931443
464,10/18/2019,$14.50 ,$14.81 ,1596568
465,10/17/2019,$14.23 ,$14.54 ,1033914
466,10/16/2019,$14.27 ,$14.15 ,915084
467,10/15/2019,$13.93 ,$14.33 ,1157446
468,10/14/2019,$14.19 ,$13.93 ,960535
469,10/11/2019,$14.24 ,$14.06 ,941288
470,10/10/2019,$14.13 ,$14.16 ,1345771
471,10/9/2019,$15.33 ,$14.20 ,2386365
472,10/8/2019,$15.36 ,$15.31 ,1226190
473,10/7/2019,$15.45 ,$15.47 ,1373936
474,10/4/2019,$15.05 ,$15.51 ,1022019
475,10/3/2019,$15.24 ,$15.07 ,1464168
476,10/2/2019,$14.78 ,$14.86 ,1783307
477,10/1/2019,$15.87 ,$14.81 ,1544925
478,9/30/2019,$15.79 ,$15.92 ,1532173
479,9/27/2019,$16.29 ,$15.90 ,2309047
480,9/26/2019,$17.41 ,$16.34 ,4449091
481,9/25/2019,$17.71 ,$17.18 ,3045069
482,9/24/2019,$17.83 ,$17.82 ,5213302
483,9/23/2019,$18.24 ,$17.83 ,4861272
484,9/20/2019,$18.14 ,$18.07 ,25237510
485,9/19/2019,$17.71 ,$17.90 ,5866926
486,9/18/2019,$17.77 ,$17.78 ,5834569
487,9/17/2019,$17.46 ,$17.66 ,5239640
488,9/16/2019,$16.73 ,$17.05 ,3053899
489,9/13/2019,$16.45 ,$16.71 ,3162383
490,9/12/2019,$16.23 ,$16.40 ,8290874
491,9/11/2019,$17.34 ,$15.92 ,3590692
492,9/10/2019,$16.06 ,$17.09 ,3077421
493,9/9/2019,$15.98 ,$16.03 ,2311752
494,9/6/2019,$15.56 ,$15.88 ,2042503
495,9/5/2019,$15.65 ,$15.53 ,1394529
496,9/4/2019,$15.11 ,$15.42 ,1555729
497,9/3/2019,$16.10 ,$14.88 ,2508895
498,8/30/2019,$15.30 ,$15.73 ,1601551
499,8/29/2019,$14.91 ,$15.18 ,1684181
500,8/28/2019,$14.51 ,$14.82 ,1451650
501,8/27/2019,$15.17 ,$14.51 ,2720189
502,8/26/2019,$14.01 ,$14.97 ,3153425
503,8/23/2019,$14.08 ,$13.88 ,1501049
504,8/22/2019,$14.37 ,$14.16 ,1023419
505,8/21/2019,$14.25 ,$14.29 ,1417709
506,8/20/2019,$13.87 ,$14.15 ,3367012
507,8/19/2019,$13.25 ,$13.40 ,1955457
508,8/16/2019,$12.85 ,$13.16 ,1105105
509,8/15/2019,$12.72 ,$12.67 ,1162846
510,8/14/2019,$13.08 ,$12.74 ,1362976
511,8/13/2019,$13 ,$13.30 ,558994
512,8/12/2019,$13.42 ,$13.02 ,780306
513,8/9/2019,$13.14 ,$13.33 ,745194
514,8/8/2019,$12.91 ,$13.19 ,1500881
515,8/7/2019,$12.26 ,$12.85 ,3003267
516,8/6/2019,$12.50 ,$12.29 ,2007725
517,8/5/2019,$12.55 ,$12.26 ,1038153
518,8/2/2019,$13 ,$12.73 ,1180381
519,8/1/2019,$13.20 ,$13.01 ,1502334
520,7/31/2019,$13.42 ,$13.10 ,1087643
521,7/30/2019,$13.61 ,$13.40 ,929543
